barcode,product_name,unit,initial_quantity,purchase_price_iqd,selling_price_iqd,low_stock_alert
4796002510482,جاىدوغزال رش كيس 225كيس,دانە,1000,1350,1750,5
8690717240008,ضاى بيتا سادة 450طرام,دانە,1000,4600,5000,5
8690632417547,نسكويك توز450 غرام,دانە,1000,3850,4250,5
8697449912791,نيسكافى محمود دبى,دانە,1000,4350,4750,5
8697449917352,كابوجينو باكت,دانە,1000,1200,1600,5
8690717270005,جاى بيتا 450 غرامى سور,دانە,1000,4600,5000,5
6251035009016,قهوه شوشه 50غرام برينس,دانە,1000,1600,2000,5
8696540185028,اردى برنج 250 غرام,دانە,1000,1300,1700,5
8697449912715,قهوة محمود كلاسيك شوشة 100 ط,دانە,1000,4600,5000,5
6260869302736,ارىبرنج فرجام,دانە,1000,400,800,5
5014176003791,ضاي جيهان قالك 200 ط,دانە,1000,2350,2750,5
5014176003760,جاى دوغةزال سفرى 25 عدد,دانە,1000,600,1000,5
8697449912708,قةهوة محمود طولد شوشة 100طرام,دانە,1000,5100,5500,5
4796000550756,ضاى محمود سةفةرى 25كيس*50غرام,دانە,1000,600,1000,5
4791021934417,جاى هسبى رش 200 غرام كيس,دانە,1000,850,1250,5
8697564003558,نيشاستة فاملى,دانە,1000,350,750,5
8850580200244,شه كروك كوبيكو 120غرام,دانە,1000,600,1000,5
8697564003541,ئاري برنج فاملى 250طرام,دانە,1000,600,1000,5
-3600521923153,شامبوي يبك,دانە,1000,1100,1500,5
3600521900123,شامثو ئيبةك 750 مل,دانە,1000,1850,2250,5
3600521899892,شامبوي يبك ثرتةقالى 600 مل,دانە,1000,1350,1750,5
3600521900642,شامبوي يبك3,دانە,1000,1100,1500,5
3600521900727,شامثوى ئيثةك 600 مل,دانە,1000,1350,1750,5
8690511407843,شامبوي هاير زةيتون 650ط,دانە,1000,1350,1750,5
8690536101955,حةب غةسالةي ئامان بينطو,دانە,1000,3600,4000,5
8690506372118,شامثوي فاكس هيلك 500 مل,دانە,1000,1100,1500,5
8690506395056,شامبوي دورو,دانە,1000,1100,1500,5
8690506348694,شامثوى فاكس هيلك 400مل,دانە,1000,1100,1500,5
8690506345112,شامبوي دورو,دانە,1000,1100,1500,5
8690506348724,ش فاكس,دانە,1000,600,1000,5
6221048209109,شامبوي سانسيلك,دانە,1000,1600,2000,5
6281006436862,شامبوي سانسيلك1,دانە,1000,1600,2000,5
8690506449452,شامبوي فاكس 45,دانە,1000,600,1000,5
8690506345143,موكةيف دورو,دانە,1000,1100,1500,5
8690506006228,شامبوي دورو 3,دانە,1000,1100,1500,5
5413149798977,ريكاي فيري 1440غرام,دانە,1000,2350,2750,5
8698898446530,ديتول,دانە,1000,600,1000,5
6281006436947,شامبوي سانسيلك5,دانە,1000,1600,2000,5
6253803000010,ديتول سةرتول 500 مل,دانە,1000,600,1000,5
8691111454527,هاربيج مخسة لة,دانە,1000,1600,2000,5
4015600324018,ريكاي فيري رساسي,دانە,1000,2100,2500,5
4084500136038,ريكي فيري 960غرام,دانە,1000,1600,2000,5
5410076705702,حةبي غةسالةي ئامان فيري كارتون 20 عدد,دانە,1000,4600,5000,5
5413149798946,ريكاي فيري سثي 500 ط,دانە,1000,700,1100,5
4084500142695,ريكاي فيري رساسي 720,دانە,1000,1400,1800,5
8690572405710,خوي غةسالةي ئامان,دانە,1000,1600,2000,5
8690536437009,خوى غةسالة جلك بو طيرة بينطو 500 ط,دانە,1000,2600,3000,5
4015600323660,ريكاي فيري 480ط   رساسي,دانە,1000,1100,1500,5
8690572400920,شامبوي غةسالةي ئامان بريل,دانە,1000,1850,2250,5
9000100806077,حةبي غةسالةي بيرسل,دانە,1000,5850,6250,5
6251059335344,دةرمان جام ئيزى شين 825 مل,دانە,1000,2100,2500,5
6251059318347,دةرمان جام يزي ليمويى 825 مل,دانە,1000,2100,2500,5
8690511123156,دةرمان جام شين 500مل ABC,دانە,1000,850,1250,5
8680264080226,معتةر جةو,دانە,1000,1100,1500,5
8697713829817,معتةر جو بيروس,دانە,1000,1600,2000,5
8681030140380,ئاف جام فيري,دانە,1000,400,800,5
8697413290795,دةرمان تةباخ رةش,دانە,1000,600,1000,5
8697713828803,دةرمان ئةسثيروكس سور 750 مل,دانە,1000,1850,2250,5
8698898445878,دةرمان دار,دانە,1000,1350,1750,5
8691582777378,معتةر لوكس,دانە,1000,1350,1750,5
8691582777361,معتةر لوكس  2,دانە,1000,1350,1750,5
9000100955508,دةرمان برسيل 1820,دانە,1000,4850,5250,5
8690570530773,فانيش 400غرام,دانە,1000,1500,1900,5
8690570532746,فانيش 900,دانە,1000,2600,3000,5
8690570523423,فانيش توز,دانە,1000,2600,3000,5
9000100683357,دةرمان برسيل 1000غرام   تركي,دانە,1000,2600,3000,5
8680264084026,شامبوي جيف تةباخ,دانە,1000,1600,2000,5
8690536100507,دةرمان مافور,دانە,1000,2850,3250,5
4620739973046,معتةر طول محمدي,دانە,1000,1100,1500,5
8690536000029,معةتةر جلك بينطو ثيفازي 3 لتر,دانە,1000,3600,4000,5
8690536001743,شامبوب بينطو 2لتر,دانە,1000,2600,3000,5
8690536900039,شامبوي بينطو طول,دانە,1000,3100,3500,5
6261418300470,ريكاي بريز,دانە,1000,350,750,5
6251059309208,بلس فايف مافور 1 لتر,دانە,1000,3350,3750,5
8690570530605,فانيش 3600مل,دانە,1000,8300,8700,5
5410076186914,دةرمان ئاريال جلك,دانە,1000,1600,2000,5
6260467404467,ريكاي ماريا,دانە,1000,350,750,5
6260467404450,ريكاي ماريا 2,دانە,1000,350,750,5
6253504307012,دةرمان جلكي رةش,دانە,1000,1200,1600,5
6215000025838,فلاش الوزير,دانە,1000,600,1000,5
6251059354208,دةرمان بورى كويك 1 لتر,دانە,1000,2850,3250,5
6261710300109,فلاش,دانە,1000,600,1000,5
2161120428470002,فلاش    2,دانە,1000,600,1000,5
8690511125594,دةرمان 1لتلر ئ ب س,دانە,1000,1100,1500,5
86900591,دةرمان فيرنال 2لتر,دانە,1000,2100,2500,5
8690511125556,معةتةرى جلك 1000مل ABC,دانە,1000,1600,2000,5
8690536008964,بينطوي شين,دانە,1000,3100,3500,5
8690536001729,بينطوي 2 لتر,دانە,1000,2850,3250,5
8690511191858,شامثوى ABC جلك 1500مل,دانە,1000,2850,3250,5
9000100683890,شامبوي بيرول 2 لتر,دانە,1000,3850,4250,5
8690536079124,معةتةر جلك بينطو 1لتر,دانە,1000,1600,2000,5
8690536922574,شامبوي بينطو جلكي رةش,دانە,1000,4300,4700,5
8690536079186,شامبوي بينطو 1لتر,دانە,1000,1450,1850,5
9000100776868,شامبوي فيرنيل 3لتر,دانە,1000,3100,3500,5
90004438,شامبوي بيروال3لتر,دانە,1000,6100,6500,5
5775345139436,شةربةت سةنكويك مشةكل 840مل,دانە,1000,5600,6000,5
5775345137692,شةربةت سةنكويك خوخ وثرتةقال 840 مل,دانە,1000,5600,6000,5
5775345121264,شربت سن كويك,دانە,1000,4450,4850,5
5775345139429,شةربةت سةنكويك  ثرتقال شوشة 840 مل,دانە,1000,5600,6000,5
5775345133519,شةربةت سةنكويك ثرتةقال 2 لتر,دانە,1000,12350,12750,5
5775345121004,سن كويك,دانە,1000,4450,4850,5
6261939900609,شربت سان ستار 2 لتر,دانە,1000,4600,5000,5
6260308310117,ماينوس سحر,دانە,1000,1100,1500,5
6260273700982,ئاب طلاب اسلات,دانە,1000,1200,1600,5
6260308310537,ماينوس سحر سبي,دانە,1000,1200,1600,5
6291003191220,ماينوس تيفاني زةلاتة 500 مل,دانە,1000,2350,2750,5
6260142620007,ماينوس شوشةي طةورة بريستان 900غرام,دانە,1000,2100,2500,5
6260273701385,ئاب بيدمشك اسالات,دانە,1000,1200,1600,5
6260273701057,ئاب نعناع اسالات,دانە,1000,1200,1600,5
6260273715429,ئاف ليمو اسلات شوشة 430مل,دانە,1000,1350,1750,5
8697422631312,كةضةث زيَر شرين 550طرام,دانە,1000,850,1250,5
8697422631503,ماينوس زير 410 ط,دانە,1000,1100,1500,5
6260308310469,ماينوس هزار جزيرة سحر 400 ط,دانە,1000,1350,1750,5
8698848002328,دةرمان كاشي,دانە,1000,1100,1500,5
8690530015029,كلينس سيَلثاك مةتبةخ 2 رول,دانە,1000,1350,1750,5
8699177680331,داركي طوجك,دانە,1000,350,750,5
1536854256267,توفكي زير,دانە,1000,600,1000,5
5427250002748,توفكي بةتام,دانە,1000,600,1000,5
8690530015043,كلينس سلثاك مةتبةخ 6 رول,دانە,1000,4350,4750,5
6260869300022,فاصولى جيتى فةرجام 450طرام,دانە,1000,4100,4500,5
6260869300039,فاصولى سور فرجام 500 ط,دانە,1000,2600,3000,5
6260869300121,ئالينوك فرجام 500 طرام,دانە,1000,2600,3000,5
6260869300145,ليمو فرجام 100غرام,دانە,1000,1100,1500,5
6260869300015,جةى فرجام 500 ط,دانە,1000,1100,1500,5
6260869300107,نيسك ثان فرجام 500طرام,دانە,1000,2600,3000,5
6260869300299,سويا فرجام 180طرام,دانە,1000,1100,1500,5
6260869300176,قةند فةرجام 250 ط,دانە,1000,350,750,5
6260869300565,قةند فةرجام 250طرام,دانە,1000,600,1000,5
8690506414856,حةفازة ئيظى بةيبى 44عدد رةقةم 1,دانە,1000,5100,5500,5
8690506403072,حةفازة ئيظى بةيببى 58عدد رةقةم 2,دانە,1000,7350,7750,5
8690506403089,حفازةي ئيظى بةيبى 46عدد رةقةم 3,دانە,1000,7600,8000,5
8690506403102,حفازةي ئيظى بةيبى 34عدد رةقةم 5,دانە,1000,7100,7500,5
8697924592722,كونفي 1,دانە,1000,4500,4900,5
8697924592692,كونفي 2,دانە,1000,4350,4750,5
8697924593941,حةفازة كونفى 36عدد رةقةم 3,دانە,1000,5350,5750,5
8697924593958,حةفازة كونفى 32عدد رةقةم 4,دانە,1000,5350,5750,5
8697924593965,حةفازة كونفى 26عدد رةقةم 5,دانە,1000,5350,5750,5
8690547040052,دةرمان كيك يكينج باودر كينتون 36عدد,دانە,1000,2100,2500,5
8690547101227,كريم شانتى كينتون 150طرام,دانە,1000,1100,1500,5
8697422630520,فانيل بالسكر كيك زير 40*5غرام,دانە,1000,1100,1500,5
8690547030039,دةرمان كيك فانيل كينتون 36عدد,دانە,1000,1600,2000,5
8690547187061,كيك حازري زير,دانە,1000,1200,1600,5
8697589713074,كريم كيك سبي,دانە,1000,600,1000,5
6260134422534,دةرمان كيك حازري,دانە,1000,1200,1600,5
8690547187054,دةرمان كيك حازري,دانە,1000,1350,1750,5
8697422631770,ئاري كيك زير,دانە,1000,350,750,5
8697424230001,ئاري بيشلير 1كيلو,دانە,1000,850,1250,5
8695150003463,ئاري كيك هسبي رش,دانە,1000,100,500,5
8690547021488,جيلى كينتون 80طرام,دانە,1000,350,750,5
8697820270199,حفازةي سققةت 8عدد,دانە,1000,3100,3500,5
8697713800427,حةفازةى لين بةيبى رةقةم 4,دانە,1000,2600,3000,5
8697405342525,حفازةي ئونلم,دانە,1000,4500,4900,5
8697405342587,حةفازةى ئونلةم مندال 40عدد رةقةم 2,دانە,1000,5100,5500,5
8697405342594,حةفازةى ئونلةم مندال 36عدد رةقةم 3,دانە,1000,5100,5500,5
8697405343744,ئونلم 5,دانە,1000,4350,4750,5
8697480060215,شعري بيشلةر 500 ط,دانە,1000,350,750,5
8697480060017,شعري بيشلير,دانە,1000,400,800,5
6260171530025,شعري مانا هورد 500 ط,دانە,1000,600,1000,5
6260171523195,رذدةى بورى مانا 500ط,دانە,1000,600,1000,5
3800061803520,ثسكيت ويفةر خييو 50طرام*24عدد,دانە,1000,5350,5750,5
0162300040620045,كيك يراني,دانە,1000,1100,1500,5
8690506475871,سابون دوروي طورة,دانە,1000,1500,1900,5
8690506463571,سابون دورو,دانە,1000,1500,1900,5
9010000000142,نان,دانە,1000,350,750,5
8999999033224,شامثوى لايف بوى شين 340مل,دانە,1000,2100,2500,5
8999999033149,شامبوي لايف بوى 340مل,دانە,1000,2100,2500,5
6260171523133,معكةرون مانا يال اسبى 500طرام,دانە,1000,600,1000,5
6260171525335,يسثاكيتى مانا 500 ط,دانە,1000,600,1000,5
6260171523065,رذدةى مانا 500طرام,دانە,1000,600,1000,5
8690946108261,شعري هةسبي رةش,دانە,1000,0,400,5
8697422634559,رذدةي زير برغى 200طرام,دانە,1000,100,500,5
8697422634597,شعري زير,دانە,1000,0,400,5
8697422633873,شعري زير 200ط,دانە,1000,100,500,5
8690946108100,بغي هةسبي رةش,دانە,1000,0,400,5
8690555511117,فرضةى بةنات مندالان دينو,دانە,1000,1100,1500,5
8690555511940,فرجةي بةنات قالك سوفت,دانە,1000,1100,1500,5
6953872580320,فرجةي دةبل,دانە,1000,1350,1750,5
6949855703152,فرجةي ليف هي لاستيك,دانە,1000,350,750,5
8690555510127,فرجة بةنات,دانە,1000,600,1000,5
8690927522604,فرجةي مندالان ديفاش,دانە,1000,350,750,5
5000198209853,معجون سين سودان عسل +فرضة,دانە,1000,1600,2000,5
6932759382981,فرجةو معجون مندالان,دانە,1000,100,500,5
9502930974167,معجون سينسودان,دانە,1000,2100,2500,5
8699241250149,معجون مندالان,دانە,1000,350,750,5
4015600756758,معجون ددان كريست كومثليت هيربال فريش 100 مل,دانە,1000,1600,2000,5
5000174422498,معجون ددان كريست بضوك 50 مل,دانە,1000,600,1000,5
8697512322670,حفازةي بينطوين,دانە,1000,4350,4750,5
8697512323080,بينطوين,دانە,1000,4350,4750,5
8699241250040,معجون تركي ددان,دانە,1000,600,1000,5
8697512322663,حفازةي بينطوين,دانە,1000,4350,4750,5
8001100011875,بيسكويت بالوكو ئيتالى 350طرام,دانە,1000,2100,2500,5
8001100011585,بسكيت يتالي 1000غرام,دانە,1000,2600,3000,5
8001100011592,بسكيت 1000 غرام يتالي,دانە,1000,2600,3000,5
8001100065038,بسكيت يتالي 1,دانە,1000,2850,3250,5
6281034001063,شةربةت ظيمتو شوشة 710 مل,دانە,1000,3850,4250,5
6261149146200,شربت سكي,دانە,1000,600,1000,5
6261149146187,شربت حازري,دانە,1000,600,1000,5
8690572409251,ريكا ثريل 1306مل,دانە,1000,3100,3500,5
4820156632582,بسكيت يتالي,دانە,1000,600,1000,5
8699182380813,شامبوي كونفى مندالان 500 مل,دانە,1000,1100,1500,5
8680261015030,دةرمان كاشي,دانە,1000,1100,1500,5
6261939912350,شربت سان ستار,دانە,1000,2100,2500,5
8680264083302,سابون سائيل,دانە,1000,400,800,5
6261939912367,شربت سان ستار,دانە,1000,2100,2500,5
6261149146088,شربت حازري,دانە,1000,600,1000,5
90020612,شربت راوغ طةورة,دانە,1000,3350,3750,5
8690946108063,برغي شعري,دانە,1000,0,400,5
6251059369424,دةرمان كاشي جيرميكس +ثةروك,دانە,1000,2599,2999,5
6251059453420,دةرمان كاشى ئيزى1لتر+ثةروك,دانە,1000,3600,4000,5
86900652,ريكاي ثريل شين 653مل,دانە,1000,1350,1750,5
5011321257573,شامبوي بيرت,دانە,1000,1600,2000,5
5011321257429,شامبوي بيرت,دانە,1000,1600,2000,5
5410076965755,شامبوي بيرت,دانە,1000,1600,2000,5
5410076662791,شامبوي بيرت,دانە,1000,1600,2000,5
037000062059,شامبوي شولدةر امريكي,دانە,1000,3350,3750,5
5011321360990,شامثوي هيةد شولدةر سعودي 400 مل,دانە,1000,3600,4000,5
5201089011955,شامبو جون سون تركي 200 ط   ع,دانە,1000,880,1280,5
6260467403644,ريكاي تاز,دانە,1000,700,1100,5
037000829959,شامبوي شولدةر  امريكي,دانە,1000,3350,3750,5
8694965524255,شامبوي مندالان,دانە,1000,300,700,5
5410076990528,شولدةر سعودي,دانە,1000,4350,4750,5
5011321656390,شامثوي هيةد شولدةر سعودى 400 مل,دانە,1000,3600,4000,5
037000520221,شولدةر امريكي,دانە,1000,3350,3750,5
037000061984,شولدةر امريكي,دانە,1000,3350,3750,5
5000174990164,شولدةر سعودي,دانە,1000,4350,4750,5
6281006439634,شامبوي كلير سعودي,دانە,1000,1600,2000,5
8699241250095,شامبوي 000ئورب لايف,دانە,1000,2350,2750,5
8699241250101,بةقلاوة,دانە,1000,2350,2750,5
6281006438668,شامبوي كلير,دانە,1000,2600,3000,5
5410076652686,شامثو ثانتين سعودى 400 مل,دانە,1000,3350,3750,5
9000100775540,دةرمان برسيل تركي 1005 ط,دانە,1000,2600,3000,5
8690547101203,كريم شانتى كنتون 150 ط,دانە,1000,1100,1500,5
5410076652266,شامثوي ثانتين سعودى 360مل,دانە,1000,3350,3750,5
3600521923153,موكةيف يبك 750 مل,دانە,1000,1850,2250,5
8681270427142,بسكويت روتو ئالديظا 24عدد,دانە,1000,4600,5000,5
8690766947712,بسكيت فيطارو,دانە,1000,4100,4500,5
8693029604681,كيك سةموني تودةى 20عدد,دانە,1000,4100,4500,5
8681038217008,بسكيت معزي بكريم,دانە,1000,4100,4500,5
8693029607194,كيك تودةي سور خامةيى 24 عدد,دانە,1000,4600,5000,5
8681270427135,بسكيت روتو سور 24 عدد,دانە,1000,4350,4750,5
8693029606128,كيك سويس رول تودةى 24عدد,دانە,1000,4600,5000,5
8690504944447,نةستةلة ئةلبيلا,دانە,1000,4100,4500,5
8680979275184,بسكيت طولد,دانە,1000,2100,2500,5
8690120160177,نةستةلة نةمبةر وةن توركو 24عدد,دانە,1000,5100,5500,5
8681465040026,كيك موتة,دانە,1000,4100,4500,5
8681270425698,ويفر الديفا,دانە,1000,4100,4500,5
8681270429337,كيك ليمو بجوك,دانە,1000,2100,2500,5
8681270429320,كيك ليمو طةورة,دانە,1000,4100,4500,5
8681270427180,بسكيت بيسكرول,دانە,1000,4100,4500,5
8680979265000,بيتي بور طولد,دانە,1000,1350,1750,5
8690526081199,بيتي بور يتي قهوة,دانە,1000,800,1200,5
8690526031019,ثسكيت ثيتي ثور يتى بضوك 400غرام,دانە,1000,1350,1750,5
8690526041018,ثسكيت ثتيبورى ئيتى طةورة 1000طرام,دانە,1000,3600,4000,5
8680979265055,فينطر طولد,دانە,1000,1350,1750,5
8690504813552,ميترو  24 عدد,دانە,1000,4850,5250,5
8691720001242,فينطر ئةني,دانە,1000,1100,1500,5
8690504034896,ميني ميترو,دانە,1000,5600,6000,5
8001100061092,ويفةر سناك بالوكو ئيتالى 45ط*30عدد,دانە,1000,11100,11500,5
8690526605425,ويفر ئاب فراولة 24 عدد,دانە,1000,4600,5000,5
8690526705521,ثسكيت ويف ئاث شيرو كةكةو 24 عدد,دانە,1000,5100,5500,5
8690526625362,ويفةر ئاب كةكةو 24 عدد,دانە,1000,5100,5500,5
8690533021355,ثسكيت مندالان ئيتى كارتون 1كط,دانە,1000,4600,5000,5
8691720122107,كيك هاى واى زةر  24 عدد,دانە,1000,4600,5000,5
8001100061115,ويفةر سناك بالوكو ئيتالى 45ط*30عدد,دانە,1000,11100,11500,5
8690504929970,نةستةلة ئةلبةنى ضوكولاتة 24 عدد,دانە,1000,5350,5750,5
8693029600751,نةستةلة طويز هندي,دانە,1000,4100,4500,5
8691720103045,ثسكيت كونجي ئانى سوساملى 24عدد,دانە,1000,4600,5000,5
8697448854863,دان كوتاي هةسبي رةش,دانە,1000,600,1000,5
8697448854801,سافار هةسبي  رةش 700 ط,دانە,1000,600,1000,5
8697448854849,دانة كوتا هةسثى رةش 700 ط,دانە,1000,600,1000,5
8681153910143,شربت توز,دانە,1000,1100,1500,5
8681153913014,شربت توز يرتقال,دانە,1000,900,1300,5
6921817801021,كوب خر ي 6 عدد,دانە,1000,4000,4400,5
680678059113,يستيكان تركي عسل خةت رساسي,دانە,1000,2850,3250,5
680678154078,كوثى ضا ثاشاباجى ثوب 2عدد دةسك,دانە,1000,1850,2250,5
8693357090743,بن كاسكس جطارة2عدد,دانە,1000,1100,1500,5
8693357150195,بن كاسكي 2عدد سبي,دانە,1000,1100,1500,5
6920183201206,كوب باريك,دانە,1000,2850,3250,5
8693357059115,يستيكان تركي موديل نوي,دانە,1000,2850,3250,5
8693357263635,يستيكان سادةي بضوك ثاشا باضى 6عدد,دانە,1000,1100,1500,5
680678147520,كوثى ضا ثاشاباجى كييف شوشة سادة 6عدد,دانە,1000,4600,5000,5
8693357075221,ئيستيكان ئينسيبلى ثاشاباضى سادة 6عدد,دانە,1000,2600,3000,5
680678092516,بةرداخ سادة ئالانيا ثاشاباجى 6 عدد,دانە,1000,2100,2500,5
